Datum;Uhrzeit;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;
01.01.2025;12:01:06;0.97; 74729.17;0.97;  70141.6;0.96; 67088.11;0.86;  1639.42;0.94;  2591.93;0.76;  1133.33;0.40;   529.54;0.96;  3351.78;0.34;   437.24;0.93;  1408.29;0.98;  1459.52;0.98;  1407.03;0.91; 10763.39;0.92; 10798.89;0.92;  10874.6;0.97; 13467.72;0.97; 13771.09;0.97; 12029.95;0.70;  4047.43;0.75;  4051.02;0.74;  5239.27;0.87;  7932.95;0.78;  5022.16;0.83;  6450.25;0.81;  5372.88;0.78;  5172.51;0.80;  5064.24;
01.01.2025;12:01:06;0.97; 74421.42;0.97; 69989.27;0.96; 67121.36;0.85;  1640.58;0.94;   2569.7;0.76;  1087.76;0.41;     535;0.96;  3353.03;0.35;   445.92;0.93;  1415.63;0.98;   1459.5;0.98;  1408.32;0.91; 10705.62;0.92;  10649.9;0.92; 10875.59;0.97; 13496.53;0.97; 13900.75;0.97; 12048.23;0.70;  4035.79;0.75;  4108.83;0.74;  5119.37;0.87;  7909.58;0.80;  5406.69;0.83;  6279.96;0.82;  5408.35;0.79;  5224.11;0.80;  5122.96;
01.01.2025;12:01:06;0.97;  74441.9;0.97; 70121.75;0.96; 66757.88;0.85;  1649.79;0.94;  2576.67;0.75;  1118.58;0.41;   538.85;0.96;  3373.51;0.35;   444.82;0.93;   1406.5;0.98;  1462.19;0.98;  1416.14;0.91; 10465.22;0.91; 10622.66;0.92; 11069.94;0.97; 13459.35;0.97; 13771.73;0.97; 11951.67;0.70;  3968.81;0.75;  4029.34;0.74;  5070.79;0.87;  7962.96;0.79;  4938.07;0.83;   6380.7;0.82;  5404.05;0.78;  5204.09;0.80;  5090.57;
01.01.2025;12:01:06;0.97;  74473.1;0.97;   70049;0.96; 66891.62;0.85;  1660.94;0.94;  2588.72;0.75;  1140.95;0.41;   536.11;0.96;  3347.67;0.34;   435.67;0.93;  1425.65;0.98;  1459.42;0.98;  1420.45;0.91; 10660.59;0.92;  10760.6;0.92; 11012.92;0.97; 13418.49;0.97; 13913.89;0.97; 11914.14;0.71;  4085.68;0.75;  4123.32;0.75;  5220.68;0.87;  7606.55;0.79;  5114.44;0.83;  6028.78;0.81;  5347.46;0.78;  5149.06;0.80;  5042.72;
01.01.2025;12:01:06;0.97; 74813.68;0.97; 70185.55;0.96; 66511.18;0.86;  1643.27;0.94;  2584.27;0.75;  1140.68;0.41;   538.86;0.96;  3369.29;0.35;    450.6;0.93;   1413.2;0.98;  1460.43;0.98;  1414.01;0.91; 10674.15;0.92; 10705.68;0.92; 11014.88;0.97; 13474.31;0.97; 13845.54;0.97; 12086.02;0.71;  4214.56;0.75;   4054.5;0.74;  5153.05;0.87;  7757.86;0.79;  5362.36;0.84;  6111.54;0.81;  5364.89;0.78;  5162.27;0.80;  5075.83;
01.01.2025;12:01:06;0.97; 74738.27;0.97; 69811.83;0.96;  66388.3;0.85;  1662.57;0.94;  2577.81;0.75;  1120.46;0.41;   536.65;0.96;  3346.93;0.34;   436.87;0.93;  1424.13;0.98;   1460.6;0.98;  1407.43;0.91; 10804.98;0.92; 10628.53;0.92; 10865.49;0.97;  13993.7;0.97; 13665.81;0.97; 12030.33;0.70;  4092.74;0.75;  3953.07;0.74;  5100.53;0.87;   7632.5;0.79;  5493.05;0.84;  6091.88;0.81;  5355.97;0.78;  5158.87;0.80;    5058;
01.01.2025;12:01:06;0.97; 74810.02;0.97; 69501.35;0.96; 66739.55;0.86;  1657.49;0.94;  2595.86;0.75;  1143.82;0.41;    536.5;0.96;  3348.98;0.35;   454.92;0.93;  1436.32;0.98;  1460.67;0.98;  1411.96;0.91; 10731.79;0.91; 10562.41;0.92; 11187.24;0.97; 13360.35;0.97; 13646.08;0.97; 12065.17;0.70;   3966.4;0.75;  3956.84;0.74;   5136.2;0.87;  8127.92;0.79;  5241.71;0.83;  5992.42;0.82;  5372.52;0.78;  5172.63;0.80;  5062.19;
01.01.2025;12:01:06;0.97; 74285.75;0.97; 69540.25;0.96; 66826.84;0.85;  1664.88;0.94;  2595.94;0.75;  1140.41;0.41;   536.84;0.96;  3363.89;0.35;   457.19;0.93;  1418.02;0.98;  1458.35;0.98;  1411.78;0.91; 10942.17;0.92;  10969.7;0.91; 10727.86;0.97; 13427.09;0.97;  13695.4;0.97; 12001.26;0.70;  4056.56;0.75;  3961.83;0.74;  5137.93;0.87;  7981.23;0.79;   5144.6;0.83;  5962.94;0.82;   5370.1;0.78;  5181.74;0.80;  5077.56;
01.01.2025;12:01:06;0.97; 74733.18;0.97; 70350.46;0.96; 66687.72;0.85;  1672.59;0.94;  2597.85;0.76;  1136.02;0.41;    542.4;0.96;  3354.82;0.33;   438.33;0.93;  1438.61;0.98;  1459.49;0.98;   1403.9;0.91; 10636.26;0.92; 10644.56;0.92; 11051.71;0.97; 13430.62;0.97; 13693.49;0.97; 11946.44;0.71;  4177.95;0.75;  4059.47;0.75;  5281.32;0.87;  7641.62;0.79;  5692.02;0.83;    6069;0.82;  5409.62;0.79;  5203.03;0.80;  5111.06;
01.01.2025;12:01:06;0.97; 74545.77;0.97;  70286.6;0.96; 66987.02;0.85;  1664.74;0.94;  2592.55;0.76;  1111.43;0.41;   544.18;0.96;  3365.82;0.35;   457.17;0.93;   1443.3;0.98;  1459.57;0.98;  1413.22;0.91; 10775.15;0.92; 10691.26;0.92; 11011.37;0.97; 13506.67;0.97; 13790.58;0.97;   11952;0.70;  3980.17;0.75;  4097.66;0.74;  5152.44;0.87;  7911.71;0.80;  5376.13;0.83;  6169.27;0.82;   5393.6;0.79;  5205.34;0.80;  5104.75;
01.01.2025;12:01:06;0.97; 74488.98;0.97; 69361.79;0.96; 67167.46;0.86;  1630.31;0.94;  2559.77;0.76;  1109.75;0.40;   533.13;0.96;  3358.59;0.33;   435.06;0.93;  1476.76;0.98;  1459.14;0.98;  1416.83;0.91; 10801.82;0.91; 10619.05;0.92; 10878.26;0.97; 13455.46;0.97; 13676.37;0.97; 12016.46;0.70;  3995.88;0.75;  4115.26;0.74;  5125.13;0.87;  7924.97;0.79;  5366.27;0.83;  6056.49;0.82;  5411.97;0.79;  5226.04;0.80;  5146.53;
01.01.2025;12:01:06;0.97; 74719.26;0.97; 70136.37;0.96; 66826.13;0.85;  1659.86;0.94;  2583.68;0.75;  1130.44;0.41;   544.47;0.96;  3357.69;0.35;   456.37;0.93;  1472.43;0.98;  1461.04;0.98;  1412.63;0.91; 10664.23;0.92; 10674.63;0.92; 10982.16;0.97; 13456.98;0.97; 13697.46;0.97; 11929.41;0.70;  3988.91;0.75;  3949.72;0.74;  5129.09;0.87;  7895.63;0.78;   5239.4;0.83;  6026.53;0.82;  5424.66;0.79;  5246.17;0.80;  5133.45;
01.01.2025;12:01:06;0.97; 74968.11;0.97; 69612.95;0.96; 66929.05;0.86;  1648.96;0.94;  2583.33;0.76;    1121;0.41;    542.2;0.96;  3363.27;0.35;   455.04;0.93;  1450.98;0.98;  1459.35;0.98;  1420.69;0.91; 10642.89;0.92; 10826.45;0.92; 10980.35;0.97; 13515.81;0.97; 13870.88;0.97; 12004.08;0.70;  4012.76;0.75;  4132.87;0.74;  5124.39;0.87;  7917.08;0.79;  5325.27;0.84;  6125.63;0.82;  5411.73;0.79;  5212.07;0.80;  5125.42;
01.01.2025;12:01:06;0.97; 74633.18;0.97;  69844.5;0.96; 66377.02;0.85;  1643.19;0.94;  2559.79;0.75;  1116.02;0.41;   542.14;0.96;  3364.31;0.33;   435.51;0.93;  1463.76;0.98;  1459.79;0.98;  1402.24;0.91; 10597.64;0.92; 10786.19;0.92;  10915.3;0.97;  13475.4;0.97; 13840.37;0.97; 11979.55;0.70;   4073.1;0.74;   4046.3;0.74;  5079.39;0.87;  7619.54;0.79;  5200.67;0.84;   6157.2;0.82;  5417.31;0.79;  5212.52;0.80;    5120;
01.01.2025;12:01:06;0.97; 74407.51;0.97; 69875.97;0.96; 66904.92;0.86;  1641.99;0.94;  2578.02;0.75;    1148;0.42;   544.86;0.96;  3366.35;0.35;   451.89;0.93;  1429.61;0.98;  1460.01;0.98;  1402.07;0.91; 10537.25;0.92; 10830.98;0.92; 10867.64;0.97; 13390.04;0.97; 13724.56;0.97; 11918.32;0.70;  4056.21;0.75;  3964.07;0.74;  5166.42;0.87;  8034.94;0.79;  5024.52;0.82;  6007.82;0.82;  5442.06;0.79;   5248.2;0.80;  5142.03;
01.01.2025;12:01:06;0.97; 74003.13;0.97; 70143.88;0.96; 66285.55;0.86;  1626.43;0.94;  2582.36;0.76;  1114.48;0.40;   533.63;0.96;  3364.75;0.35;   449.94;0.93;  1421.78;0.98;  1460.45;0.98;  1405.06;0.91; 10409.99;0.92;  10620.9;0.92; 11101.99;0.97; 13448.53;0.97;  13708.1;0.97; 11897.06;0.70;  4056.28;0.74;  3997.57;0.74;  5066.57;0.87;  7819.31;0.79;  5303.48;0.83;  6093.15;0.82;  5411.68;0.78;  5189.52;0.80;  5112.61;
01.01.2025;12:01:06;0.97;   74952;0.97; 70000.43;0.96; 66445.13;0.85;  1678.88;0.93;  2612.53;0.76;  1153.05;0.42;   546.47;0.96;  3365.59;0.34;   436.98;0.93;  1441.28;0.98;  1459.94;0.98;  1412.52;0.91;  10515.2;0.91;  10617.1;0.92; 11041.89;0.97; 13418.97;0.97; 13790.33;0.97; 11987.63;0.70;  4077.59;0.75;  4012.68;0.74;  5142.93;0.87;  7818.73;0.80;  5704.79;0.83;  6124.35;0.81;  5377.55;0.78;  5151.98;0.80;  5060.25;
01.01.2025;12:01:06;0.97; 74786.72;0.97; 69937.01;0.96;  66929.7;0.85;  1680.65;0.94;  2599.04;0.76;  1146.11;0.42;   551.86;0.96;  3363.73;0.35;   450.73;0.93;  1495.28;0.98;  1459.15;0.98;  1412.48;0.91; 10974.95;0.91; 10583.26;0.91; 10645.38;0.97; 13492.25;0.97; 13738.55;0.97; 11903.26;0.70;  4051.53;0.75;  4079.51;0.74;  5188.07;0.87;  7884.62;0.79;  5449.56;0.83;  6148.15;0.81;  5383.07;0.78;  5199.62;0.80;  5115.32;
01.01.2025;12:01:06;0.97; 74678.47;0.97;  69607.4;0.96; 66601.86;0.85;  1651.71;0.94;   2592.1;0.75;   1126.8;0.40;   529.33;0.96;   3370.4;0.34;   441.47;0.93;  1398.14;0.98;  1457.78;0.98;  1405.44;0.91; 10687.65;0.92; 10793.59;0.91; 10747.56;0.97; 13433.76;0.97; 13745.21;0.97; 11936.57;0.70;  3991.43;0.75;  4063.32;0.74;  5156.41;0.86;  7840.26;0.79;  5545.03;0.83;  5931.69;0.81;  5377.41;0.78;  5169.93;0.80;  5080.07;
01.01.2025;12:01:06;0.97; 74281.13;0.97;  70104.2;0.96; 66922.71;0.85;   1657.7;0.94;  2565.86;0.76;  1113.84;0.42;   550.86;0.96;  3372.91;0.35;   450.18;0.93;  1416.65;0.98;  1460.69;0.98;  1405.49;0.91; 10677.97;0.92; 10815.95;0.92; 10793.44;0.97; 13349.99;0.97; 13724.77;0.97; 12021.67;0.70;  3987.74;0.75;  4029.88;0.74;   5033.5;0.87;  7659.72;0.79;  5113.52;0.83;  6311.05;0.81;  5373.22;0.78;  5167.32;0.80;  5069.36;
01.01.2025;12:01:06;0.97; 75203.59;0.97; 70235.45;0.96; 65973.69;0.85;  1667.01;0.94;  2586.09;0.75;  1138.65;0.42;    555.9;0.96;  3361.78;0.35;   451.57;0.93;  1454.89;0.98;  1460.97;0.98;  1414.52;0.91; 10438.27;0.92;  10993.2;0.92; 11091.62;0.97; 13470.36;0.97;   13787;0.97; 11914.58;0.70;  3979.09;0.74;  3919.52;0.74;   5095.6;0.87;  7803.26;0.80;  5634.93;0.84;   6243.5;0.81;  5375.99;0.78;  5173.92;0.80;  5071.08;
01.01.2025;12:01:07;0.97; 74830.11;0.97; 69805.91;0.96; 66456.13;0.85;  1679.43;0.94;  2601.37;0.75;  1156.55;0.42;   550.68;0.97;  3376.49;0.35;    449.1;0.93;  1419.76;0.98;  1459.89;0.98;  1413.89;0.91; 10901.66;0.92; 10753.67;0.92; 10923.32;0.97; 13417.93;0.97; 13812.82;0.97;  11917.9;0.70;  4086.27;0.74;  4071.54;0.74;  5157.88;0.87;  7583.41;0.79;  5333.71;0.84;  6185.92;0.81;  5394.28;0.78;   5187.8;0.80;  5098.88;
01.01.2025;12:01:07;0.97; 74330.07;0.97; 69705.67;0.96; 67232.97;0.86;  1644.39;0.94;  2591.34;0.75;  1143.03;0.42;   554.06;0.96;  3379.31;0.35;   449.63;0.93;  1417.84;0.98;  1459.72;0.98;  1412.59;0.90; 10408.37;0.92; 10985.66;0.92;  10844.8;0.97; 13425.42;0.97; 13672.89;0.97; 11983.24;0.70;  4138.73;0.75;  4042.93;0.74;  5139.12;0.87;  8019.93;0.79;  5298.21;0.83;  5871.12;0.82;  5406.86;0.78;  5191.46;0.80;  5093.38;
01.01.2025;12:01:07;0.97;  74934.7;0.97; 69994.39;0.96; 66289.27;0.85;  1663.52;0.94;  2609.36;0.76;  1128.94;0.40;   532.18;0.96;  3361.54;0.35;   449.03;0.93;  1425.71;0.98;  1460.01;0.98;  1412.54;0.91; 10670.31;0.92; 10707.72;0.92; 10990.97;0.97; 13436.02;0.97; 13789.55;0.97; 11958.44;0.70;  4064.86;0.74;  3959.25;0.74;  5182.85;0.87;  7794.58;0.79;  5643.25;0.83;  6012.73;0.81;  5386.93;0.78;  5172.57;0.80;  5084.67;
01.01.2025;12:01:07;0.97; 75048.05;0.97; 70229.69;0.96; 67335.89;0.85;   1658.2;0.94;  2591.53;0.76;   1117.8;0.42;   551.91;0.96;  3380.39;0.35;   449.62;0.93;   1439.2;0.98;  1459.82;0.98;  1415.76;0.90; 10594.69;0.91; 10634.23;0.92; 11095.36;0.97; 13504.49;0.97; 13878.57;0.97; 12093.22;0.69;  3923.77;0.74;  3950.01;0.74;  5133.75;0.87;  8057.24;0.79;  5610.04;0.83;  6036.86;0.82;  5412.61;0.78;  5210.66;0.80;  5110.63;
01.01.2025;12:01:07;0.97; 74428.69;0.97; 70096.59;0.96; 67100.29;0.85;  1679.59;0.94;  2593.08;0.75;  1129.34;0.42;   550.18;0.96;  3362.77;0.34;   447.75;0.93;  1429.85;0.98;  1459.07;0.98;  1407.93;0.91; 10666.05;0.92; 10754.53;0.91; 10904.53;0.97; 13464.97;0.97; 13837.38;0.97; 12233.64;0.69;  3986.78;0.75;  4014.84;0.74;  5100.49;0.87;  8057.87;0.79;  5159.47;0.83;  6275.89;0.82;  5417.28;0.79;  5217.44;0.80;    5115;
01.01.2025;12:01:07;0.97; 74816.88;0.97; 70129.39;0.96; 66783.38;0.85;  1658.12;0.94;   2605.4;0.76;  1131.69;0.41;   534.49;0.96;    3381;0.35;   450.36;0.93;  1450.48;0.98;  1459.19;0.98;  1422.09;0.91; 10446.59;0.92; 10908.14;0.92; 11164.14;0.97; 13403.48;0.97; 13781.22;0.97; 11964.42;0.70;  4046.62;0.75;   4045.2;0.74;  5234.22;0.87;  7963.64;0.79;  5325.87;0.84;  6009.21;0.82;  5405.87;0.79;  5211.63;0.80;   5095.4;
01.01.2025;12:01:07;0.97; 74268.83;0.97; 70004.21;0.96; 67055.16;0.85;  1661.53;0.94;  2583.87;0.76;   1124.7;0.41;   546.16;0.96;  3379.48;0.34;   443.26;0.93;  1431.38;0.98;  1459.62;0.98;  1426.81;0.91; 10659.34;0.92; 10720.38;0.92;  11011.2;0.97; 13499.56;0.97; 13629.93;0.97; 12004.88;0.70;  4053.75;0.75;  4089.08;0.74;  5119.97;0.87;  7719.48;0.78;  5107.77;0.83;  5934.38;0.82;  5423.38;0.79;  5235.58;0.80;  5134.19;
01.01.2025;12:01:07;0.97; 74645.82;0.97; 70171.43;0.96; 66487.58;0.85;  1650.14;0.94;   2587.8;0.75;  1135.73;0.41;    536.4;0.96;   3357.5;0.34;   441.94;0.93;  1413.96;0.98;  1458.67;0.98;  1438.03;0.91;  10721.6;0.92; 10796.74;0.91; 10986.13;0.97; 13487.47;0.97; 13764.45;0.97; 12014.04;0.70;   4040.2;0.75;  4118.39;0.74;  5128.65;0.87;  7892.49;0.79;  5390.15;0.83;  6129.33;0.82;  5434.94;0.79;  5225.63;0.80;  5131.04;
01.01.2025;12:01:07;0.97; 74345.68;0.97; 70232.26;0.96; 66255.34;0.85;  1666.85;0.94;  2582.13;0.75;  1146.52;0.41;   539.97;0.96;  3372.19;0.35;   446.35;0.93;  1435.77;0.98;  1460.09;0.98;   1429.6;0.91; 10834.62;0.92;  10914.7;0.91; 10711.97;0.97;  13577.3;0.97; 13780.53;0.97; 12039.12;0.70;  4047.84;0.74;  4053.62;0.74;  5033.26;0.87;  7700.04;0.79;  5273.81;0.83;  6133.72;0.82;  5402.77;0.79;  5200.49;0.80;   5093.3;
01.01.2025;12:01:07;0.97; 74777.19;0.97; 69969.12;0.96; 66794.89;0.86;  1648.55;0.94;  2608.47;0.75;  1150.06;0.41;   536.93;0.96;  3372.09;0.33;   432.28;0.93;  1418.34;0.98;  1460.08;0.98;   1421.9;0.90; 10398.55;0.92; 11026.75;0.92; 10748.78;0.97; 13423.66;0.97; 13839.17;0.97; 11948.85;0.70;   4098.8;0.74;  4022.75;0.74;  5114.56;0.87;  8005.17;0.80;  5594.62;0.83;  6062.85;0.82;  5439.26;0.79;  5232.32;0.80;   5132.1;
01.01.2025;12:01:07;0.97; 75063.76;0.97; 70391.83;0.96; 66680.34;0.85;  1656.63;0.94;  2589.01;0.76;  1107.15;0.41;   536.02;0.96;  3349.35;0.33;   430.06;0.93;  1455.42;0.98;   1459.6;0.98;  1409.88;0.91; 10652.99;0.92; 10699.34;0.92; 10884.51;0.97; 13385.87;0.97; 13756.11;0.97;  12030.1;0.70;  4149.41;0.75;  4117.05;0.74;  5192.27;0.87;  7926.22;0.79;  5717.08;0.83;  6094.82;0.82;  5422.73;0.79;  5215.25;0.80;  5108.85;
01.01.2025;12:01:07;0.97; 74921.05;0.97; 70037.79;0.96; 66778.47;0.85;  1645.22;0.94;  2607.12;0.76;  1125.84;0.41;   536.02;0.96;  3372.92;0.35;   444.87;0.93;  1436.17;0.98;  1461.29;0.98;  1403.99;0.91; 10713.59;0.92; 10789.72;0.92; 10921.43;0.97; 13496.17;0.97; 13727.36;0.97; 12114.69;0.70;  4054.89;0.75;  4051.19;0.74;  5157.49;0.87;  7950.35;0.79;  5143.91;0.83;  6286.38;0.82;   5401.1;0.78;  5198.84;0.80;  5076.81;
01.01.2025;12:01:07;0.97; 75092.52;0.97; 69763.53;0.96; 66635.06;0.85;  1651.64;0.94;  2583.16;0.76;   1122.6;0.41;   533.27;0.96;  3355.88;0.33;   429.14;0.93;  1427.93;0.98;  1458.56;0.98;  1410.86;0.91; 10792.95;0.91; 10699.64;0.91; 10723.84;0.97; 13540.67;0.97; 13768.41;0.97; 12029.99;0.70;  4024.89;0.75;  4032.08;0.74;  5182.17;0.86;  7891.42;0.79;  5419.28;0.83;  6029.54;0.82;  5407.48;0.79;  5214.15;0.80;   5115.1;
01.01.2025;12:01:07;0.97; 74596.95;0.97; 70115.91;0.96; 66286.74;0.85;  1657.24;0.94;  2609.33;0.76;  1150.16;0.41;   532.32;0.96;  3368.53;0.35;    450.5;0.93;  1437.53;0.98;  1459.22;0.98;   1413.4;0.91; 10840.25;0.91; 10480.64;0.91;   10865;0.97; 13447.84;0.97; 13714.89;0.97; 11873.91;0.69;  4000.44;0.75;  4043.44;0.74;  5232.83;0.87;  7927.93;0.78;  5320.52;0.83;  5923.87;0.82;  5414.31;0.78;  5210.27;0.80;  5105.35;
01.01.2025;12:01:07;0.97; 74504.46;0.97; 69992.45;0.96;  67226.2;0.85;  1669.35;0.94;  2590.48;0.76;  1133.09;0.40;   531.92;0.96;   3373.4;0.33;   429.34;0.93;  1439.33;0.98;  1459.77;0.98;  1408.03;0.90; 10362.13;0.92; 10991.01;0.92; 10952.03;0.97; 13428.62;0.97;   13707;0.97; 11951.86;0.70;  4018.35;0.75;  4168.43;0.74;  5226.39;0.87;  7885.13;0.79;   5278.9;0.83;  5986.53;0.82;  5414.76;0.78;  5197.18;0.80;  5077.66;
01.01.2025;12:01:07;0.97; 74744.39;0.97;  70254.6;0.96; 66415.39;0.85;  1656.24;0.94;  2585.06;0.76;  1146.56;0.41;   537.97;0.96;  3361.59;0.33;   431.54;0.93;  1412.75;0.98;  1460.12;0.98;  1404.26;0.91; 10826.98;0.92; 10710.43;0.92; 10858.59;0.97; 13464.49;0.97; 13770.85;0.97; 12032.23;0.70;  4029.48;0.75;  4103.09;0.74;  5209.26;0.87;  7779.08;0.79;  5534.22;0.83;  6217.98;0.81;  5375.34;0.78;  5181.63;0.80;  5060.17;
01.01.2025;12:01:07;0.97; 74714.36;0.97; 70472.27;0.96; 66624.11;0.85;  1674.34;0.94;  2582.08;0.75;  1142.32;0.40;   531.54;0.96;  3372.31;0.35;   452.82;0.93;   1437.6;0.98;  1461.01;0.98;  1419.37;0.91;   10699;0.92; 10808.68;0.91; 10891.77;0.97;  13467.1;0.97; 13793.77;0.97; 11964.63;0.70;  4078.07;0.74;  4015.81;0.74;  5122.58;0.87;  7841.94;0.79;  5503.21;0.83;  6179.18;0.81;  5392.34;0.78;  5193.04;0.80;  5075.67;
01.01.2025;12:01:07;0.97; 74339.89;0.97; 69740.53;0.96; 67027.76;0.86;  1643.17;0.94;  2579.12;0.75;  1136.03;0.40;   531.44;0.96;  3367.68;0.33;   433.03;0.93;  1421.01;0.98;  1458.08;0.98;  1427.86;0.91; 10625.94;0.92; 10847.96;0.92; 11017.42;0.97; 13354.37;0.97; 13767.82;0.97; 12038.88;0.70;  4031.78;0.74;  3992.04;0.74;  5071.07;0.87;  8071.54;0.80;  5411.53;0.83;  5947.76;0.82;  5385.75;0.78;  5194.72;0.80;  5085.15;
01.01.2025;12:01:07;0.97; 74650.07;0.97;  69917.7;0.96; 66360.19;0.85;  1667.08;0.94;  2582.93;0.75;  1144.34;0.42;   541.12;0.96;  3365.91;0.35;   455.03;0.93;  1426.44;0.98;  1458.06;0.98;  1403.17;0.91; 10824.68;0.91; 10441.62;0.91; 10816.39;0.97;  13438.6;0.97; 13661.46;0.97; 12112.12;0.70;  4156.87;0.74;  4029.13;0.74;   5097.4;0.87;  7898.93;0.79;  5468.43;0.83;   5871.6;0.81;  5373.84;0.78;  5192.18;0.80;   5095.5;
01.01.2025;12:01:07;0.97; 74727.19;0.97; 69780.65;0.96; 67190.58;0.85;  1671.61;0.94;  2607.61;0.75;  1145.82;0.40;   531.53;0.96;  3369.15;0.34;   435.75;0.93;   1417.2;0.98;  1458.88;0.98;   1399.1;0.90; 10329.72;0.92; 11037.78;0.92; 10767.77;0.97; 13516.49;0.97; 13682.47;0.97; 12074.57;0.71;  4090.76;0.75;  4111.16;0.75;  5274.63;0.87;  7832.56;0.79;  5312.65;0.83;  5801.94;0.81;  5387.51;0.78;  5208.09;0.80;  5102.23;
01.01.2025;12:01:07;0.97; 74392.36;0.97; 69690.07;0.96; 66672.48;0.85;  1664.63;0.94;  2600.28;0.75;  1139.88;0.40;   535.47;0.96;  3369.37;0.34;   438.38;0.93;  1422.78;0.98;  1458.31;0.98;  1407.15;0.91; 10657.93;0.92; 10666.46;0.92; 10949.39;0.97; 13448.79;0.97; 13830.76;0.97; 12038.81;0.70;  4116.75;0.75;  4027.12;0.74;  5190.81;0.87;  7745.76;0.79;  5247.44;0.83;  6190.57;0.82;   5390.5;0.78;  5194.18;0.80;  5091.71;
01.01.2025;12:01:07;0.97; 74588.12;0.97; 69808.19;0.96; 66719.42;0.85;  1642.18;0.94;  2589.55;0.76;  1114.82;0.40;   530.71;0.96;  3368.84;0.35;   453.46;0.93;  1453.39;0.98;   1459.8;0.98;  1410.18;0.91; 10732.05;0.92;  10896.4;0.91; 10689.86;0.97; 13452.16;0.97; 13851.86;0.97; 11974.71;0.70;  4017.66;0.75;  3969.29;0.74;  5163.89;0.87;  7932.17;0.79;  5460.22;0.83;  6001.48;0.81;  5371.11;0.78;  5183.38;0.80;  5074.64;
01.01.2025;12:01:07;0.97; 74625.41;0.97; 69785.66;0.96; 66634.73;0.85;  1687.67;0.94;  2605.93;0.75;   1135.9;0.40;   528.54;0.96;  3368.79;0.34;   440.72;0.93;  1484.38;0.98;  1460.91;0.98;  1417.71;0.91; 10804.44;0.91; 10460.64;0.92; 11080.69;0.97; 13417.88;0.97; 13753.12;0.97; 12048.02;0.69;  3898.14;0.75;  4000.13;0.74;  5122.08;0.87;  7952.35;0.80;  5429.69;0.83;  6193.44;0.82;  5402.54;0.79;  5224.82;0.80;  5110.23;
01.01.2025;12:01:07;0.97; 74615.36;0.97; 69803.93;0.96; 67334.37;0.85;  1694.34;0.94;   2623.1;0.75;  1172.02;0.42;   549.05;0.96;  3370.75;0.34;   440.88;0.93;  1435.77;0.98;  1460.45;0.98;  1417.32;0.91; 10654.74;0.92; 10772.59;0.92; 10853.11;0.97; 13391.39;0.97; 13686.85;0.97; 11962.39;0.70;  4049.28;0.75;  4057.54;0.74;  5195.01;0.87;  8044.88;0.79;  5142.44;0.83;  6141.84;0.82;  5402.02;0.79;  5206.44;0.80;  5099.06;
01.01.2025;12:01:07;0.97; 74534.48;0.97; 70011.43;0.96; 66793.55;0.85;  1690.26;0.94;  2602.44;0.74;  1172.11;0.40;   532.75;0.96;  3361.38;0.34;   449.49;0.93;  1424.54;0.98;  1460.07;0.98;  1404.42;0.91; 10780.03;0.92; 10772.77;0.92; 10916.38;0.97; 13363.76;0.97; 13678.07;0.97; 11935.37;0.70;  4072.71;0.75;  4045.49;0.74;   5180.2;0.87;  8076.55;0.78;  5187.76;0.83;  5744.57;0.82;  5383.07;0.78;  5197.25;0.80;  5094.62;
01.01.2025;12:01:08;0.97; 74913.69;0.97; 69794.93;0.96; 66340.99;0.85;  1655.82;0.94;  2618.54;0.75;  1153.18;0.40;   526.68;0.96;  3371.83;0.34;   442.23;0.93;  1423.26;0.98;   1459.2;0.98;  1406.02;0.91; 10636.54;0.92; 10809.77;0.92; 11029.35;0.97; 13367.27;0.97;  13702.1;0.97; 11985.82;0.70;   4061.3;0.75;  4125.38;0.74;  5168.43;0.87;  7920.31;0.78;  5275.65;0.84;  6171.67;0.82;  5402.14;0.79;  5214.26;0.80;  5122.82;
01.01.2025;12:01:08;0.97; 74288.84;0.97;  69991.5;0.96; 66729.97;0.86;  1646.65;0.94;  2563.36;0.75;   1132.5;0.41;   546.66;0.96;  3362.18;0.34;   447.54;0.93;  1444.05;0.98;  1459.89;0.98;  1403.67;0.91; 10663.53;0.92; 10825.28;0.92; 10966.16;0.97; 13476.74;0.97; 13848.65;0.97; 12056.67;0.70;  3994.04;0.75;  4042.26;0.74;  5040.46;0.87;  8006.72;0.79;  5246.23;0.83;  5984.29;0.82;  5407.89;0.79;  5212.46;0.80;  5117.15;
